02-04-12,start farmers market,10:00
02-04-12,end farmers market,12:00
02-12-12,start farmers market,10:00
02-12-12,end farmers market,12:00
02-18-12,start farmers market,09:00
02-18-12,end farmers market,12:00
02-19-12,start farmers market,10:00
02-19-12,end farmers market,13:00
